net,type,channel,lane,x_um,y_um
bond_ch2_lane82,signal,2,82,1092.0,138.0
bond_ch2_lane83,signal,2,83,1092.0,147.0
bond_ch2_lane84,signal,2,84,1101.0,120.0
bond_ch2_lane85,signal,2,85,1101.0,129.0
bond_ch2_lane86,signal,2,86,1101.0,138.0
bond_ch2_lane87,signal,2,87,1101.0,147.0
bond_ch2_lane88,signal,2,88,1110.0,120.0
bond_ch2_lane89,signal,2,89,1110.0,129.0
bond_ch2_lane90,signal,2,90,1110.0,138.0
bond_ch2_lane91,signal,2,91,1110.0,147.0
bond_ch2_lane92,signal,2,92,1119.0,120.0
bond_ch2_lane93,signal,2,93,1119.0,129.0
bond_ch2_lane94,signal,2,94,1119.0,138.0
bond_ch2_lane95,signal,2,95,1119.0,147.0
VDD_BOND,power,2,-1,1123.5,124.5
VSS_BOND,power,2,-1,1123.5,133.5
VDD_BOND,power,2,-1,1123.5,142.5
VSS_BOND,power,2,-1,1123.5,151.5
bond_ch2_lane96,signal,2,96,1128.0,120.0
bond_ch2_lane97,signal,2,97,1128.0,129.0
bond_ch2_lane98,signal,2,98,1128.0,138.0
bond_ch2_lane99,signal,2,99,1128.0,147.0
bond_ch2_lane100,signal,2,100,1137.0,120.0
bond_ch2_lane101,signal,2,101,1137.0,129.0
bond_ch2_lane102,signal,2,102,1137.0,138.0
bond_ch2_lane103,signal,2,103,1137.0,147.0
bond_ch2_lane104,signal,2,104,1146.0,120.0
bond_ch2_lane105,signal,2,105,1146.0,129.0
bond_ch2_lane106,signal,2,106,1146.0,138.0
bond_ch2_lane107,signal,2,107,1146.0,147.0
bond_ch2_lane108,signal,2,108,1155.0,120.0
bond_ch2_lane109,signal,2,109,1155.0,129.0
bond_ch2_lane110,signal,2,110,1155.0,138.0
bond_ch2_lane111,signal,2,111,1155.0,147.0
VDD_BOND,power,2,-1,1159.5,124.5
VSS_BOND,power,2,-1,1159.5,133.5
VDD_BOND,power,2,-1,1159.5,142.5
VSS_BOND,power,2,-1,1159.5,151.5
bond_ch2_lane112,signal,2,112,1164.0,120.0
bond_ch2_lane113,signal,2,113,1164.0,129.0
bond_ch2_lane114,signal,2,114,1164.0,138.0
bond_ch2_lane115,signal,2,115,1164.0,147.0
bond_ch2_lane116,signal,2,116,1173.0,120.0
bond_ch2_lane117,signal,2,117,1173.0,129.0
bond_ch2_lane118,signal,2,118,1173.0,138.0
bond_ch2_lane119,signal,2,119,1173.0,147.0
bond_ch2_lane120,signal,2,120,1182.0,120.0
bond_ch2_lane121,signal,2,121,1182.0,129.0
bond_ch2_lane122,signal,2,122,1182.0,138.0
bond_ch2_lane123,signal,2,123,1182.0,147.0
bond_ch2_lane124,signal,2,124,1191.0,120.0
bond_ch2_lane125,signal,2,125,1191.0,129.0
bond_ch2_lane126,signal,2,126,1191.0,138.0
bond_ch2_lane127,signal,2,127,1191.0,147.0
VDD_BOND,power,2,-1,1195.5,124.5
VSS_BOND,power,2,-1,1195.5,133.5
VDD_BOND,power,2,-1,1195.5,142.5
VSS_BOND,power,2,-1,1195.5,151.5
bond_ch2_lane128,signal,2,128,1200.0,120.0
bond_ch2_lane129,signal,2,129,1200.0,129.0
bond_ch2_lane130,signal,2,130,1200.0,138.0
bond_ch2_lane131,signal,2,131,1200.0,147.0
bond_ch2_lane132,signal,2,132,1209.0,120.0
bond_ch2_lane133,signal,2,133,1209.0,129.0
bond_ch2_lane134,signal,2,134,1209.0,138.0
bond_ch2_lane135,signal,2,135,1209.0,147.0
bond_ch2_lane136,signal,2,136,1218.0,120.0
bond_ch2_lane137,signal,2,137,1218.0,129.0
bond_ch2_lane138,signal,2,138,1218.0,138.0
bond_ch2_lane139,signal,2,139,1218.0,147.0
bond_ch2_lane140,signal,2,140,1227.0,120.0
bond_ch2_lane141,signal,2,141,1227.0,129.0
bond_ch2_lane142,signal,2,142,1227.0,138.0
bond_ch2_lane143,signal,2,143,1227.0,147.0
VDD_BOND,power,2,-1,1231.5,124.5
VSS_BOND,power,2,-1,1231.5,133.5
VDD_BOND,power,2,-1,1231.5,142.5
VSS_BOND,power,2,-1,1231.5,151.5
bond_ch2_lane144,signal,2,144,1236.0,120.0
bond_ch2_lane145,signal,2,145,1236.0,129.0
bond_ch2_lane146,signal,2,146,1236.0,138.0
bond_ch2_lane147,signal,2,147,1236.0,147.0
bond_ch2_lane148,signal,2,148,1245.0,120.0
bond_ch2_lane149,signal,2,149,1245.0,129.0
bond_ch2_lane150,signal,2,150,1245.0,138.0
bond_ch2_lane151,signal,2,151,1245.0,147.0
bond_ch2_lane152,signal,2,152,1254.0,120.0
bond_ch2_lane153,signal,2,153,1254.0,129.0
bond_ch2_lane154,signal,2,154,1254.0,138.0
bond_ch2_lane155,signal,2,155,1254.0,147.0
bond_ch2_lane156,signal,2,156,1263.0,120.0
bond_ch2_lane157,signal,2,157,1263.0,129.0
bond_ch2_lane158,signal,2,158,1263.0,138.0
bond_ch2_lane159,signal,2,159,1263.0,147.0
VDD_BOND,power,2,-1,1267.5,124.5
VSS_BOND,power,2,-1,1267.5,133.5
VDD_BOND,power,2,-1,1267.5,142.5
VSS_BOND,power,2,-1,1267.5,151.5
bond_ch2_lane160,signal,2,160,1272.0,120.0
bond_ch2_lane161,signal,2,161,1272.0,129.0
bond_ch2_lane162,signal,2,162,1272.0,138.0
bond_ch2_lane163,signal,2,163,1272.0,147.0
bond_ch2_lane164_spare,signal,2,164,1281.0,120.0
bond_ch2_lane165_spare,signal,2,165,1281.0,129.0
bond_ch2_lane166_spare,signal,2,166,1281.0,138.0
bond_ch2_lane167_spare,signal,2,167,1281.0,147.0
bond_ch2_lane168_spare,signal,2,168,1290.0,120.0
bond_ch2_lane169_spare,signal,2,169,1290.0,129.0
bond_ch2_lane170_spare,signal,2,170,1290.0,138.0
bond_ch2_lane171_spare,signal,2,171,1290.0,147.0
VDD_BOND,power,2,-1,1294.5,124.5
VSS_BOND,power,2,-1,1294.5,133.5
VDD_BOND,power,2,-1,1294.5,142.5
VSS_BOND,power,2,-1,1294.5,151.5
bond_ch3_lane0,signal,3,0,1308.0,120.0
bond_ch3_lane1,signal,3,1,1308.0,129.0
bond_ch3_lane2,signal,3,2,1308.0,138.0
bond_ch3_lane3,signal,3,3,1308.0,147.0
VDD_BOND,power,3,-1,1312.5,124.5
VSS_BOND,power,3,-1,1312.5,133.5
VDD_BOND,power,3,-1,1312.5,142.5
VSS_BOND,power,3,-1,1312.5,151.5
bond_ch3_lane4,signal,3,4,1317.0,120.0
bond_ch3_lane5,signal,3,5,1317.0,129.0
bond_ch3_lane6,signal,3,6,1317.0,138.0
bond_ch3_lane7,signal,3,7,1317.0,147.0
bond_ch3_lane8,signal,3,8,1326.0,120.0
bond_ch3_lane9,signal,3,9,1326.0,129.0
bond_ch3_lane10,signal,3,10,1326.0,138.0
bond_ch3_lane11,signal,3,11,1326.0,147.0
bond_ch3_lane12,signal,3,12,1335.0,120.0
bond_ch3_lane13,signal,3,13,1335.0,129.0
bond_ch3_lane14,signal,3,14,1335.0,138.0
bond_ch3_lane15,signal,3,15,1335.0,147.0
VDD_BOND,power,3,-1,1339.5,124.5
VSS_BOND,power,3,-1,1339.5,133.5
VDD_BOND,power,3,-1,1339.5,142.5
VSS_BOND,power,3,-1,1339.5,151.5
bond_ch3_lane16,signal,3,16,1344.0,120.0
bond_ch3_lane17,signal,3,17,1344.0,129.0
bond_ch3_lane18,signal,3,18,1344.0,138.0
bond_ch3_lane19,signal,3,19,1344.0,147.0
bond_ch3_lane20,signal,3,20,1353.0,120.0
bond_ch3_lane21,signal,3,21,1353.0,129.0
bond_ch3_lane22,signal,3,22,1353.0,138.0
bond_ch3_lane23,signal,3,23,1353.0,147.0
bond_ch3_lane24,signal,3,24,1362.0,120.0
bond_ch3_lane25,signal,3,25,1362.0,129.0
bond_ch3_lane26,signal,3,26,1362.0,138.0
bond_ch3_lane27,signal,3,27,1362.0,147.0
bond_ch3_lane28,signal,3,28,1371.0,120.0
bond_ch3_lane29,signal,3,29,1371.0,129.0
bond_ch3_lane30,signal,3,30,1371.0,138.0
bond_ch3_lane31,signal,3,31,1371.0,147.0
VDD_BOND,power,3,-1,1375.5,124.5
VSS_BOND,power,3,-1,1375.5,133.5
VDD_BOND,power,3,-1,1375.5,142.5
VSS_BOND,power,3,-1,1375.5,151.5
bond_ch3_lane32,signal,3,32,1380.0,120.0
bond_ch3_lane33,signal,3,33,1380.0,129.0
bond_ch3_lane34,signal,3,34,1380.0,138.0
bond_ch3_lane35,signal,3,35,1380.0,147.0
bond_ch3_lane36,signal,3,36,1389.0,120.0
bond_ch3_lane37,signal,3,37,1389.0,129.0
bond_ch3_lane38,signal,3,38,1389.0,138.0
bond_ch3_lane39,signal,3,39,1389.0,147.0
bond_ch3_lane40,signal,3,40,1398.0,120.0
bond_ch3_lane41,signal,3,41,1398.0,129.0
bond_ch3_lane42,signal,3,42,1398.0,138.0
bond_ch3_lane43,signal,3,43,1398.0,147.0
bond_ch3_lane44,signal,3,44,1407.0,120.0
bond_ch3_lane45,signal,3,45,1407.0,129.0
bond_ch3_lane46,signal,3,46,1407.0,138.0
bond_ch3_lane47,signal,3,47,1407.0,147.0
VDD_BOND,power,3,-1,1411.5,124.5
VSS_BOND,power,3,-1,1411.5,133.5
VDD_BOND,power,3,-1,1411.5,142.5
VSS_BOND,power,3,-1,1411.5,151.5
bond_ch3_lane48,signal,3,48,1416.0,120.0
bond_ch3_lane49,signal,3,49,1416.0,129.0
bond_ch3_lane50,signal,3,50,1416.0,138.0
bond_ch3_lane51,signal,3,51,1416.0,147.0
bond_ch3_lane52,signal,3,52,1425.0,120.0
bond_ch3_lane53,signal,3,53,1425.0,129.0
bond_ch3_lane54,signal,3,54,1425.0,138.0
bond_ch3_lane55,signal,3,55,1425.0,147.0
bond_ch3_lane56,signal,3,56,1434.0,120.0
bond_ch3_lane57,signal,3,57,1434.0,129.0
bond_ch3_lane58,signal,3,58,1434.0,138.0
bond_ch3_lane59,signal,3,59,1434.0,147.0
bond_ch3_lane60,signal,3,60,1443.0,120.0
bond_ch3_lane61,signal,3,61,1443.0,129.0
bond_ch3_lane62,signal,3,62,1443.0,138.0
bond_ch3_lane63,signal,3,63,1443.0,147.0
VDD_BOND,power,3,-1,1447.5,124.5
VSS_BOND,power,3,-1,1447.5,133.5
VDD_BOND,power,3,-1,1447.5,142.5
VSS_BOND,power,3,-1,1447.5,151.5
bond_ch3_lane64,signal,3,64,1452.0,120.0
bond_ch3_lane65,signal,3,65,1452.0,129.0
bond_ch3_lane66,signal,3,66,1452.0,138.0
bond_ch3_lane67,signal,3,67,1452.0,147.0
bond_ch3_lane68,signal,3,68,1461.0,120.0
bond_ch3_lane69,signal,3,69,1461.0,129.0
bond_ch3_lane70,signal,3,70,1461.0,138.0
bond_ch3_lane71,signal,3,71,1461.0,147.0
bond_ch3_lane72,signal,3,72,1470.0,120.0
bond_ch3_lane73,signal,3,73,1470.0,129.0
bond_ch3_lane74,signal,3,74,1470.0,138.0
bond_ch3_lane75,signal,3,75,1470.0,147.0
bond_ch3_lane76,signal,3,76,1479.0,120.0
bond_ch3_lane77,signal,3,77,1479.0,129.0
bond_ch3_lane78,signal,3,78,1479.0,138.0
bond_ch3_lane79,signal,3,79,1479.0,147.0
VDD_BOND,power,3,-1,1483.5,124.5
VSS_BOND,power,3,-1,1483.5,133.5
VDD_BOND,power,3,-1,1483.5,142.5
VSS_BOND,power,3,-1,1483.5,151.5
bond_ch3_lane80,signal,3,80,1488.0,120.0
bond_ch3_lane81,signal,3,81,1488.0,129.0
bond_ch3_lane82,signal,3,82,1488.0,138.0
bond_ch3_lane83,signal,3,83,1488.0,147.0
bond_ch3_lane84,signal,3,84,1497.0,120.0
bond_ch3_lane85,signal,3,85,1497.0,129.0
bond_ch3_lane86,signal,3,86,1497.0,138.0
bond_ch3_lane87,signal,3,87,1497.0,147.0
bond_ch3_lane88,signal,3,88,1506.0,120.0
bond_ch3_lane89,signal,3,89,1506.0,129.0
bond_ch3_lane90,signal,3,90,1506.0,138.0
bond_ch3_lane91,signal,3,91,1506.0,147.0
bond_ch3_lane92,signal,3,92,1515.0,120.0
bond_ch3_lane93,signal,3,93,1515.0,129.0
bond_ch3_lane94,signal,3,94,1515.0,138.0
bond_ch3_lane95,signal,3,95,1515.0,147.0
VDD_BOND,power,3,-1,1519.5,124.5
VSS_BOND,power,3,-1,1519.5,133.5
VDD_BOND,power,3,-1,1519.5,142.5
VSS_BOND,power,3,-1,1519.5,151.5
bond_ch3_lane96,signal,3,96,1524.0,120.0
bond_ch3_lane97,signal,3,97,1524.0,129.0
bond_ch3_lane98,signal,3,98,1524.0,138.0
bond_ch3_lane99,signal,3,99,1524.0,147.0
bond_ch3_lane100,signal,3,100,1533.0,120.0
bond_ch3_lane101,signal,3,101,1533.0,129.0
bond_ch3_lane102,signal,3,102,1533.0,138.0
bond_ch3_lane103,signal,3,103,1533.0,147.0
bond_ch3_lane104,signal,3,104,1542.0,120.0
bond_ch3_lane105,signal,3,105,1542.0,129.0
bond_ch3_lane106,signal,3,106,1542.0,138.0
bond_ch3_lane107,signal,3,107,1542.0,147.0
bond_ch3_lane108,signal,3,108,1551.0,120.0
bond_ch3_lane109,signal,3,109,1551.0,129.0
bond_ch3_lane110,signal,3,110,1551.0,138.0
bond_ch3_lane111,signal,3,111,1551.0,147.0
VDD_BOND,power,3,-1,1555.5,124.5
VSS_BOND,power,3,-1,1555.5,133.5
VDD_BOND,power,3,-1,1555.5,142.5
VSS_BOND,power,3,-1,1555.5,151.5
bond_ch3_lane112,signal,3,112,1560.0,120.0
bond_ch3_lane113,signal,3,113,1560.0,129.0
bond_ch3_lane114,signal,3,114,1560.0,138.0
bond_ch3_lane115,signal,3,115,1560.0,147.0
bond_ch3_lane116,signal,3,116,1569.0,120.0
bond_ch3_lane117,signal,3,117,1569.0,129.0
bond_ch3_lane118,signal,3,118,1569.0,138.0
bond_ch3_lane119,signal,3,119,1569.0,147.0
bond_ch3_lane120,signal,3,120,1578.0,120.0
bond_ch3_lane121,signal,3,121,1578.0,129.0
bond_ch3_lane122,signal,3,122,1578.0,138.0
bond_ch3_lane123,signal,3,123,1578.0,147.0
bond_ch3_lane124,signal,3,124,1587.0,120.0
bond_ch3_lane125,signal,3,125,1587.0,129.0
bond_ch3_lane126,signal,3,126,1587.0,138.0
bond_ch3_lane127,signal,3,127,1587.0,147.0
VDD_BOND,power,3,-1,1591.5,124.5
VSS_BOND,power,3,-1,1591.5,133.5
VDD_BOND,power,3,-1,1591.5,142.5
VSS_BOND,power,3,-1,1591.5,151.5
bond_ch3_lane128,signal,3,128,1596.0,120.0
bond_ch3_lane129,signal,3,129,1596.0,129.0
bond_ch3_lane130,signal,3,130,1596.0,138.0
bond_ch3_lane131,signal,3,131,1596.0,147.0
bond_ch3_lane132,signal,3,132,1605.0,120.0
bond_ch3_lane133,signal,3,133,1605.0,129.0
bond_ch3_lane134,signal,3,134,1605.0,138.0
bond_ch3_lane135,signal,3,135,1605.0,147.0
bond_ch3_lane136,signal,3,136,1614.0,120.0
bond_ch3_lane137,signal,3,137,1614.0,129.0
bond_ch3_lane138,signal,3,138,1614.0,138.0
bond_ch3_lane139,signal,3,139,1614.0,147.0
bond_ch3_lane140,signal,3,140,1623.0,120.0
bond_ch3_lane141,signal,3,141,1623.0,129.0
bond_ch3_lane142,signal,3,142,1623.0,138.0
bond_ch3_lane143,signal,3,143,1623.0,147.0
VDD_BOND,power,3,-1,1627.5,124.5
VSS_BOND,power,3,-1,1627.5,133.5
VDD_BOND,power,3,-1,1627.5,142.5
VSS_BOND,power,3,-1,1627.5,151.5
bond_ch3_lane144,signal,3,144,1632.0,120.0
bond_ch3_lane145,signal,3,145,1632.0,129.0
bond_ch3_lane146,signal,3,146,1632.0,138.0
bond_ch3_lane147,signal,3,147,1632.0,147.0
bond_ch3_lane148,signal,3,148,1641.0,120.0
bond_ch3_lane149,signal,3,149,1641.0,129.0
bond_ch3_lane150,signal,3,150,1641.0,138.0
bond_ch3_lane151,signal,3,151,1641.0,147.0
bond_ch3_lane152,signal,3,152,1650.0,120.0
bond_ch3_lane153,signal,3,153,1650.0,129.0
bond_ch3_lane154,signal,3,154,1650.0,138.0
bond_ch3_lane155,signal,3,155,1650.0,147.0
bond_ch3_lane156,signal,3,156,1659.0,120.0
bond_ch3_lane157,signal,3,157,1659.0,129.0
bond_ch3_lane158,signal,3,158,1659.0,138.0
bond_ch3_lane159,signal,3,159,1659.0,147.0
VDD_BOND,power,3,-1,1663.5,124.5
VSS_BOND,power,3,-1,1663.5,133.5
VDD_BOND,power,3,-1,1663.5,142.5
VSS_BOND,power,3,-1,1663.5,151.5
bond_ch3_lane160,signal,3,160,1668.0,120.0
bond_ch3_lane161,signal,3,161,1668.0,129.0
bond_ch3_lane162,signal,3,162,1668.0,138.0
bond_ch3_lane163,signal,3,163,1668.0,147.0
bond_ch3_lane164_spare,signal,3,164,1677.0,120.0
bond_ch3_lane165_spare,signal,3,165,1677.0,129.0
bond_ch3_lane166_spare,signal,3,166,1677.0,138.0
bond_ch3_lane167_spare,signal,3,167,1677.0,147.0
bond_ch3_lane168_spare,signal,3,168,1686.0,120.0
bond_ch3_lane169_spare,signal,3,169,1686.0,129.0
bond_ch3_lane170_spare,signal,3,170,1686.0,138.0
bond_ch3_lane171_spare,signal,3,171,1686.0,147.0
VDD_BOND,power,3,-1,1690.5,124.5
VSS_BOND,power,3,-1,1690.5,133.5
VDD_BOND,power,3,-1,1690.5,142.5
VSS_BOND,power,3,-1,1690.5,151.5
bond_ch4_lane0,signal,4,0,1704.0,120.0
bond_ch4_lane1,signal,4,1,1704.0,129.0
bond_ch4_lane2,signal,4,2,1704.0,138.0
bond_ch4_lane3,signal,4,3,1704.0,147.0
VDD_BOND,power,4,-1,1708.5,124.5
VSS_BOND,power,4,-1,1708.5,133.5
VDD_BOND,power,4,-1,1708.5,142.5
VSS_BOND,power,4,-1,1708.5,151.5
bond_ch4_lane4,signal,4,4,1713.0,120.0
bond_ch4_lane5,signal,4,5,1713.0,129.0
bond_ch4_lane6,signal,4,6,1713.0,138.0
bond_ch4_lane7,signal,4,7,1713.0,147.0
bond_ch4_lane8,signal,4,8,1722.0,120.0
bond_ch4_lane9,signal,4,9,1722.0,129.0
bond_ch4_lane10,signal,4,10,1722.0,138.0
bond_ch4_lane11,signal,4,11,1722.0,147.0
bond_ch4_lane12,signal,4,12,1731.0,120.0
bond_ch4_lane13,signal,4,13,1731.0,129.0
bond_ch4_lane14,signal,4,14,1731.0,138.0
bond_ch4_lane15,signal,4,15,1731.0,147.0
VDD_BOND,power,4,-1,1735.5,124.5
VSS_BOND,power,4,-1,1735.5,133.5
VDD_BOND,power,4,-1,1735.5,142.5
VSS_BOND,power,4,-1,1735.5,151.5
bond_ch4_lane16,signal,4,16,1740.0,120.0
bond_ch4_lane17,signal,4,17,1740.0,129.0
bond_ch4_lane18,signal,4,18,1740.0,138.0
bond_ch4_lane19,signal,4,19,1740.0,147.0
bond_ch4_lane20,signal,4,20,1749.0,120.0
bond_ch4_lane21,signal,4,21,1749.0,129.0
bond_ch4_lane22,signal,4,22,1749.0,138.0
bond_ch4_lane23,signal,4,23,1749.0,147.0
bond_ch4_lane24,signal,4,24,1758.0,120.0
bond_ch4_lane25,signal,4,25,1758.0,129.0
bond_ch4_lane26,signal,4,26,1758.0,138.0
bond_ch4_lane27,signal,4,27,1758.0,147.0
bond_ch4_lane28,signal,4,28,1767.0,120.0
bond_ch4_lane29,signal,4,29,1767.0,129.0
bond_ch4_lane30,signal,4,30,1767.0,138.0
bond_ch4_lane31,signal,4,31,1767.0,147.0
VDD_BOND,power,4,-1,1771.5,124.5
VSS_BOND,power,4,-1,1771.5,133.5
VDD_BOND,power,4,-1,1771.5,142.5
VSS_BOND,power,4,-1,1771.5,151.5
bond_ch4_lane32,signal,4,32,1776.0,120.0
bond_ch4_lane33,signal,4,33,1776.0,129.0
bond_ch4_lane34,signal,4,34,1776.0,138.0
bond_ch4_lane35,signal,4,35,1776.0,147.0
bond_ch4_lane36,signal,4,36,1785.0,120.0
bond_ch4_lane37,signal,4,37,1785.0,129.0
bond_ch4_lane38,signal,4,38,1785.0,138.0
bond_ch4_lane39,signal,4,39,1785.0,147.0
bond_ch4_lane40,signal,4,40,1794.0,120.0
bond_ch4_lane41,signal,4,41,1794.0,129.0
bond_ch4_lane42,signal,4,42,1794.0,138.0
bond_ch4_lane43,signal,4,43,1794.0,147.0
bond_ch4_lane44,signal,4,44,1803.0,120.0
bond_ch4_lane45,signal,4,45,1803.0,129.0
bond_ch4_lane46,signal,4,46,1803.0,138.0
bond_ch4_lane47,signal,4,47,1803.0,147.0
VDD_BOND,power,4,-1,1807.5,124.5
VSS_BOND,power,4,-1,1807.5,133.5
VDD_BOND,power,4,-1,1807.5,142.5
VSS_BOND,power,4,-1,1807.5,151.5
bond_ch4_lane48,signal,4,48,1812.0,120.0
bond_ch4_lane49,signal,4,49,1812.0,129.0
bond_ch4_lane50,signal,4,50,1812.0,138.0
bond_ch4_lane51,signal,4,51,1812.0,147.0
bond_ch4_lane52,signal,4,52,1821.0,120.0
bond_ch4_lane53,signal,4,53,1821.0,129.0
bond_ch4_lane54,signal,4,54,1821.0,138.0
bond_ch4_lane55,signal,4,55,1821.0,147.0
bond_ch4_lane56,signal,4,56,1830.0,120.0
bond_ch4_lane57,signal,4,57,1830.0,129.0
bond_ch4_lane58,signal,4,58,1830.0,138.0
bond_ch4_lane59,signal,4,59,1830.0,147.0
bond_ch4_lane60,signal,4,60,1839.0,120.0
bond_ch4_lane61,signal,4,61,1839.0,129.0
bond_ch4_lane62,signal,4,62,1839.0,138.0
bond_ch4_lane63,signal,4,63,1839.0,147.0
VDD_BOND,power,4,-1,1843.5,124.5
VSS_BOND,power,4,-1,1843.5,133.5
VDD_BOND,power,4,-1,1843.5,142.5
VSS_BOND,power,4,-1,1843.5,151.5
bond_ch4_lane64,signal,4,64,1848.0,120.0
bond_ch4_lane65,signal,4,65,1848.0,129.0
bond_ch4_lane66,signal,4,66,1848.0,138.0
bond_ch4_lane67,signal,4,67,1848.0,147.0
bond_ch4_lane68,signal,4,68,1857.0,120.0
bond_ch4_lane69,signal,4,69,1857.0,129.0
bond_ch4_lane70,signal,4,70,1857.0,138.0
bond_ch4_lane71,signal,4,71,1857.0,147.0
bond_ch4_lane72,signal,4,72,1866.0,120.0
bond_ch4_lane73,signal,4,73,1866.0,129.0
bond_ch4_lane74,signal,4,74,1866.0,138.0
bond_ch4_lane75,signal,4,75,1866.0,147.0
bond_ch4_lane76,signal,4,76,1875.0,120.0
bond_ch4_lane77,signal,4,77,1875.0,129.0
bond_ch4_lane78,signal,4,78,1875.0,138.0
bond_ch4_lane79,signal,4,79,1875.0,147.0
VDD_BOND,power,4,-1,1879.5,124.5
VSS_BOND,power,4,-1,1879.5,133.5
VDD_BOND,power,4,-1,1879.5,142.5
VSS_BOND,power,4,-1,1879.5,151.5
bond_ch4_lane80,signal,4,80,1884.0,120.0
bond_ch4_lane81,signal,4,81,1884.0,129.0
bond_ch4_lane82,signal,4,82,1884.0,138.0
bond_ch4_lane83,signal,4,83,1884.0,147.0
bond_ch4_lane84,signal,4,84,1893.0,120.0
bond_ch4_lane85,signal,4,85,1893.0,129.0
bond_ch4_lane86,signal,4,86,1893.0,138.0
bond_ch4_lane87,signal,4,87,1893.0,147.0
bond_ch4_lane88,signal,4,88,1902.0,120.0
bond_ch4_lane89,signal,4,89,1902.0,129.0
bond_ch4_lane90,signal,4,90,1902.0,138.0
bond_ch4_lane91,signal,4,91,1902.0,147.0
bond_ch4_lane92,signal,4,92,1911.0,120.0
bond_ch4_lane93,signal,4,93,1911.0,129.0
bond_ch4_lane94,signal,4,94,1911.0,138.0
bond_ch4_lane95,signal,4,95,1911.0,147.0
VDD_BOND,power,4,-1,1915.5,124.5
VSS_BOND,power,4,-1,1915.5,133.5
VDD_BOND,power,4,-1,1915.5,142.5
VSS_BOND,power,4,-1,1915.5,151.5
bond_ch4_lane96,signal,4,96,1920.0,120.0
bond_ch4_lane97,signal,4,97,1920.0,129.0
bond_ch4_lane98,signal,4,98,1920.0,138.0
bond_ch4_lane99,signal,4,99,1920.0,147.0
bond_ch4_lane100,signal,4,100,1929.0,120.0
bond_ch4_lane101,signal,4,101,1929.0,129.0
bond_ch4_lane102,signal,4,102,1929.0,138.0
bond_ch4_lane103,signal,4,103,1929.0,147.0
bond_ch4_lane104,signal,4,104,1938.0,120.0
bond_ch4_lane105,signal,4,105,1938.0,129.0
bond_ch4_lane106,signal,4,106,1938.0,138.0
bond_ch4_lane107,signal,4,107,1938.0,147.0
bond_ch4_lane108,signal,4,108,1947.0,120.0
bond_ch4_lane109,signal,4,109,1947.0,129.0
bond_ch4_lane110,signal,4,110,1947.0,138.0
bond_ch4_lane111,signal,4,111,1947.0,147.0
VDD_BOND,power,4,-1,1951.5,124.5
VSS_BOND,power,4,-1,1951.5,133.5
VDD_BOND,power,4,-1,1951.5,142.5
VSS_BOND,power,4,-1,1951.5,151.5
bond_ch4_lane112,signal,4,112,1956.0,120.0
bond_ch4_lane113,signal,4,113,1956.0,129.0
bond_ch4_lane114,signal,4,114,1956.0,138.0
bond_ch4_lane115,signal,4,115,1956.0,147.0
bond_ch4_lane116,signal,4,116,1965.0,120.0
bond_ch4_lane117,signal,4,117,1965.0,129.0
bond_ch4_lane118,signal,4,118,1965.0,138.0
bond_ch4_lane119,signal,4,119,1965.0,147.0
bond_ch4_lane120,signal,4,120,1974.0,120.0
bond_ch4_lane121,signal,4,121,1974.0,129.0
bond_ch4_lane122,signal,4,122,1974.0,138.0
bond_ch4_lane123,signal,4,123,1974.0,147.0
bond_ch4_lane124,signal,4,124,1983.0,120.0
bond_ch4_lane125,signal,4,125,1983.0,129.0
bond_ch4_lane126,signal,4,126,1983.0,138.0
bond_ch4_lane127,signal,4,127,1983.0,147.0
VDD_BOND,power,4,-1,1987.5,124.5
VSS_BOND,power,4,-1,1987.5,133.5
VDD_BOND,power,4,-1,1987.5,142.5
VSS_BOND,power,4,-1,1987.5,151.5
bond_ch4_lane128,signal,4,128,1992.0,120.0
bond_ch4_lane129,signal,4,129,1992.0,129.0
bond_ch4_lane130,signal,4,130,1992.0,138.0
bond_ch4_lane131,signal,4,131,1992.0,147.0
bond_ch4_lane132,signal,4,132,2001.0,120.0
bond_ch4_lane133,signal,4,133,2001.0,129.0
bond_ch4_lane134,signal,4,134,2001.0,138.0
bond_ch4_lane135,signal,4,135,2001.0,147.0
bond_ch4_lane136,signal,4,136,2010.0,120.0
bond_ch4_lane137,signal,4,137,2010.0,129.0
bond_ch4_lane138,signal,4,138,2010.0,138.0
bond_ch4_lane139,signal,4,139,2010.0,147.0
bond_ch4_lane140,signal,4,140,2019.0,120.0
bond_ch4_lane141,signal,4,141,2019.0,129.0
bond_ch4_lane142,signal,4,142,2019.0,138.0
bond_ch4_lane143,signal,4,143,2019.0,147.0
VDD_BOND,power,4,-1,2023.5,124.5
VSS_BOND,power,4,-1,2023.5,133.5
VDD_BOND,power,4,-1,2023.5,142.5
VSS_BOND,power,4,-1,2023.5,151.5
bond_ch4_lane144,signal,4,144,2028.0,120.0
bond_ch4_lane145,signal,4,145,2028.0,129.0
bond_ch4_lane146,signal,4,146,2028.0,138.0
bond_ch4_lane147,signal,4,147,2028.0,147.0
bond_ch4_lane148,signal,4,148,2037.0,120.0
bond_ch4_lane149,signal,4,149,2037.0,129.0
bond_ch4_lane150,signal,4,150,2037.0,138.0
bond_ch4_lane151,signal,4,151,2037.0,147.0
bond_ch4_lane152,signal,4,152,2046.0,120.0
bond_ch4_lane153,signal,4,153,2046.0,129.0
